,Unnamed: 0,id,text,twitter_account,favorite_count,retweet_count,is_retweet
761,1087,1412107873518329860,"Allen West's announcement of his run for governor came during an appearance at Sojourn Church in Carrollton, where he played a campaign launch video.

       https://t.co/5ZuhRw8A6b",USA TODAY Politics,0,1,No
762,699,1070672182836166656,"Best Actor in a TV Comedy or Musical: 

Sacha Baron Cohen, Who is America?
Jim Carrey, Kidding 
Michael Douglas, The Kominsky Method 
Donald Glover, Atlanta 
Bill Hader, Barry",BuzzFeed Arts & Entertainment,9,1,No
763,1269,1452349174133891072,"It's all about winning for @joeylogano, who says finishing second place or 35th or anywhere in between doesn't change anything. https://t.co/KpQ4kDntqY",USA TODAY Sports,2,0,No
764,228,836282001334358017,"Charles Barkley: ""We shouldn’t have just three good teams"" ➡️ by @Schultz_Report https://t.co/R4ndza6mtS https://t.co/gqMw9oqC1b",HuffPost Sports,0,0,No
765,741,1272536875279015938,Supreme Court extends federal civil rights protection in workplace to all LGBTQ employees https://t.co/CkNlFl6prH,L.A. Times Politics,2,0,No
766,1099,1407498219135934466,"The Speaker told Democratic House members she plans to announce whether she will create a select panel to investigate the Jan. 6 Capitol insurrection.

       https://t.co/yGAcL6wHGE",USA TODAY Politics,2,2,No
767,1139,1408149176018419712,"A Confederate monument stands in Phoenix Park in Waycross, Ga. But it also stands at the intersection of the letter and the interpretation of the law. https://t.co/GUuzakSAKz",USA TODAY Politics,0,1,No
768,626,669962902363897857,Source: Browns QB Johnny Manziel demoted after lying about when party video was recorded — https://t.co/vGaFrm6Ze0 https://t.co/6HmfddZry7,BuzzFeed Sports,0,268,Yes
769,1132,1455634588924059650,"Election Day 2021 features high turnout in parts of Virginia as voters weighed education and other issues, and a potential Atlanta mayoral runoff.

       https://t.co/C33uVWjacb",USA TODAY Politics,1,1,No
770,428,1106280475104931840,The Democratic Party’s Chief Technology Officer Is Stepping Down https://t.co/kMswUdfQWE,BuzzFeed Politics,2,2,No
771,1174,1458739043798237186,"The bipartisan infrastructure deal allocates billions for public transit. Advocates worry that isn't enough to address a system in disrepair.

       https://t.co/w3J11H0eFZ",USA TODAY Politics,1,2,No
772,466,1296099315224653831,Jill Biden’s Democratic Convention Speech Focused On A Nation's Loss — And How Her Husband Overcame His https://t.co/JHKgGC3gen,BuzzFeed Politics,2,1,No
773,1170,1451266946893291525,"In hospital hacks, patients could die or suffer life-threatening complications, but it would be nearly impossible to find out unless medical centers offered that information, said a senior Department of Homeland Security official. https://t.co/XwsS8wVgym",USA TODAY Politics,2,2,No
774,447,1167485909115097089,"Victims Of The Charleston Church Mass Shooting Can Sue Over Background Check Failures That Let The Shooter Buy A Gun, A Court Ruled https://t.co/L8dmixpJdu https://t.co/UFbZMVjjTz",BuzzFeed Politics,2,3,No
775,421,1222128195748552705,Elizabeth Warren Is Endorsing A Progressive Candidate In A Crowded New York House Primary https://t.co/VU2S9qNRVE https://t.co/cVEvokUE3b,BuzzFeed Politics,0,1,No
776,1009,1440067499165249539,The Emmys' 'Just A Friend' cover made promises voters didn't keep. Read the lyrics https://t.co/nOaVtp4uPn,LAT Entertainment,2,1,No
777,913,1453724494732750856,Angels GM Perry Minasian's fingerprints all over current success of Atlanta Braves https://t.co/HHzp5i5XwF,L.A. Times Sports,4,2,No
778,608,672872045693296640,We're witnessing the beginning of a beautiful bromance between Leo Messi &amp; Steph Curry. https://t.co/GzAnCXcxCc,BuzzFeed Sports,111,71,No
779,854,1320500408310239233,Hometown series: A look at the candidates' views from the towns that helped shape them https://t.co/jvNewHfukY,L.A. Times Politics,0,0,No
780,567,676465175373979648,"In wake of Rondo suspension, NBA referee Bill Kennedy reveals he is gay. Yahoo Sports report: https://t.co/MdGw3VFUQz",BuzzFeed Sports,0,1069,Yes
781,309,1464305900710248451,The World Health Organization has declared omicron a variant of concern. https://t.co/Zkzm9fqb2F,HuffPost Life,1,2,No
782,550,650757626842759168,OBJ is unreal. http://t.co/8KetUKwbvL,BuzzFeed Sports,243,222,No
783,655,1372933108304056326,"""HISTORY BOOKS, SCULPTURES, PAINTINGS AND EVERY SINGLE MEDIUM OF ART NEED TO HAVE JUSTIN BIEBER.""

Beliebers are *really* into Justin Bieber's new album ❤️ #TheBuzz https://t.co/IMPstwsbpP",BuzzFeed Arts & Entertainment,0,4,Yes
784,1303,1459945475172442114,"Aaron Rodgers has always seemed to @mikefreemanNFL as one of the most intelligent and introspective athletes he has ever met.

""That thought was, obviously, extremely wrong,"" Freeman goes on to write. https://t.co/wzJeeTD7u5",USA TODAY Sports,63,14,No
785,616,656277641184546817,Big night for Canada eh https://t.co/AVlL1qBujy,BuzzFeed Sports,21,14,No
786,395,1448377625374859272,"Guilty pleas are stacking up. Here’s what rioters are admitting to, and what they and the government are getting out of these deals. https://t.co/XtCcHjUGN3",BuzzFeed Politics,0,0,No
787,98,1448479204237053952,Sen. Lora Reinbold was banned from Alaska Airlines earlier this year for refusing to comply with its mask policy. https://t.co/vUVvSdNlfa,HuffPost Politics,29,13,No
788,598,680868272678526976,This couple came from China to see D-Wade play.  Met 6 years ago because of their love of Wade.  Now they're married https://t.co/zA9rGzaIV9,BuzzFeed Sports,0,55,Yes
789,835,1430213456410591236,"Biden faces pressure to delay Afghanistan withdrawal, including from allies at G-7 meeting https://t.co/igrMRvyRFn",L.A. Times Politics,0,0,No
790,348,1400155813583458306,"Windows, doors, kitchens and air vents all can make a huge difference. Even if you're vaccinated, here's how to find the best place to sit. https://t.co/2DqXIuzEHn",HuffPost Life,1,0,No
791,1299,1465150377108676608,"The #Mets had Kevin Gausman on the radar, but their focus now is squarely on Max Scherzer, and certainly, they have the resources to out-bid anyone and everyone to get it done.",USA TODAY Sports,0,78,Yes
792,246,851839849766289408,"Re: Richard Sherman, from what I understand, it will take AT LEAST a 1 and a 4 for #Seahawks to move him, likely more. Yes, he's that good.",HuffPost Sports,0,9,Yes
793,11,1461365770412298242,The Interior Department's Ben Cassidy had direct contact with former NRA colleagues and helped install gun advocates on two advisory councils. https://t.co/5L9bE0YDaJ,HuffPost Politics,11,8,No
794,1215,1412701266015363072,"Joe Biden and Congress want to expand broadband. A USA TODAY analysis shows the digital divide between America's rich and poor is steeper than ever.

       https://t.co/qaRF6E5cTk",USA TODAY Politics,3,0,No
795,745,1286044351823581184,Trump doubles down on plans to send federal law enforcement officers to U.S. cities https://t.co/2dMY3TLv79,L.A. Times Politics,2,1,No
796,114,1445475463707566094,"""Whoa, whoa, whoa,"" Steve Bannon replied to the MyPillow CEO's claim. ""You're going pure conspiracy theory."" https://t.co/RBk95fgkjv",HuffPost Politics,12,6,No
797,812,1440631994589671434,Biden to pledge more vaccine doses to boost global inoculation rates https://t.co/cuRRv2sgVP,L.A. Times Politics,1,0,No
798,927,1460761289794351106,#Chargers place unvaccinated pass rusher Joey Bosa on COVID-19 reserve list https://t.co/ReyPEXCriq,L.A. Times Sports,0,7,Yes
799,585,688581544345206784,Everything happened so fast https://t.co/nXukQ5tsm6,BuzzFeed Sports,165,134,No
800,485,1323903808649498624,Donald Trump Is Lying About The Early Election Results https://t.co/1x6pY4FNd0,BuzzFeed Politics,14,3,No
801,83,1443517586231242753,"The woman skipped out on the first day of her trial on charges of accessory to 11,000+ murders, last seen leaving home in a taxi. https://t.co/RshqDPhFH0",HuffPost Politics,15,14,No
802,878,1410991775943217153,Biden can't avoid a precarious balancing act. His voter base requires it https://t.co/afUynN0EDr,L.A. Times Politics,0,0,No
803,1043,1423284411278131200,Review: Wellness as metaphor: Mona Awad's new novel of pain and witchery https://t.co/XBrxrndKoN,LAT Entertainment,3,1,No
804,780,1358762647303389185,Senate readies Trump impeachment trial for a divided nation https://t.co/ylkmLGPNEH,L.A. Times Politics,0,3,No
805,968,1456026874929459202,"Before practice today, HC Brandon Staley said Herbert’s hand was not impacting his play. https://t.co/C81uRTrEzG",L.A. Times Sports,0,1,Yes
806,3,1419868733510721539,"Visitors from Europe and other countries have been barred from entry to the U.S. for more than a year, a reality that press secretary Jen Psaki said will continue. https://t.co/BjWvSnOBYz",HuffPost Politics,32,14,No
807,295,1455249511367024650,"Maybe the GOP senator made the comments because ""someone just got caught watching porn and his wife is not happy about it,"" observed one Twitter user. https://t.co/2SqCQbxNKK",HuffPost Life,1,0,No
808,10,1451972972353306626,A judge sided with wildlife advocates who say a slated wolf hunting season would be unconstitutional. https://t.co/8gvkj0tE2f,HuffPost Politics,47,15,No
809,267,828445428974747650,Source: Roger Goodell just boarded his plane -- the flight chart says he's going to Antarctica. More to come... #SuperBowl,HuffPost Sports,0,14,Yes
810,1141,1429777998237077508,"An Afghan guard was killed at Kabul's airport Monday, as efforts to evacuate more people from the country picked up.

       https://t.co/bXdYK8UiHh",USA TODAY Politics,0,2,No
811,806,1457754853250412555,Kamala Harris heads to Paris to mend fences with an old ally https://t.co/LTKQeiicRr,L.A. Times Politics,1,1,No
812,23,1440808874802442255,The president held a series of meetings with lawmakers on Wednesday in an attempt to quell the warring progressive and moderate factions in his party. https://t.co/YIUkzy8ELs,HuffPost Politics,15,4,No
813,147,1460375602654031882,"The ""dramatic step"" took effect Monday as part of a string of measures by European governments to get a massive coronavirus resurgence under control. https://t.co/cA06PUHg5L",HuffPost Politics,6,3,No
814,445,1197175537313017857,Ambassador Gordon Sondland Confirmed Trump Withheld US Support For Ukraine In Exchange For Investigations Into His Political Rivals https://t.co/UHx2PkXGLP https://t.co/2dEsFnqHMO,BuzzFeed Politics,2,2,No
815,1349,1454596730482302980,Atlanta pitcher Dylan Lee will become the first pitcher to make his first major league start in the World Series when he faces Houston tonight in Game 4. https://t.co/xz5MUiGGY3,USA TODAY Sports,11,1,No
816,312,1450174425907728384,A 2017 heist film and a new Norwegian dark comedy are also trending. https://t.co/5VBpHhkStk,HuffPost Life,1,0,No
817,824,1436087027754315779,Sen. Joni Ernst: Sept. 11 set her on a path of intensified commitment to the military https://t.co/yy3wtjpeKW,L.A. Times Politics,0,0,No
818,555,641678648152559616,"Brb, crying. ❤❤❤ http://t.co/htn9eoAa8V",BuzzFeed Sports,49,12,No
819,939,1465438743599460357,"USC wrapped up a quiet coaching search with a shocking hire, reeling in Oklahoma coach Lincoln Riley to turn around the football program.

@Ryan_Kartje  and @BradyMcCollough discuss what’s happened so far and what’s next for the Trojans.

https://t.co/udXqd5APtk",L.A. Times Sports,3,0,No
820,255,785647102194057218,That's insane: 15 of Kelvin Benjamin's 18 catches have been for first down this season. #mnf,HuffPost Sports,0,5,Yes
821,479,1084146769083064320,Julián Castro Is Officially Running For President https://t.co/ba6rokjPui https://t.co/dr0dPwytTO,BuzzFeed Politics,0,0,No
822,620,665307645876633604,People gather on the pitch of the Stade de France stadium in Paris following deadly attacks across the city https://t.co/cJ7FvjAUGc,BuzzFeed Sports,0,606,Yes
823,182,1132621077094445057,The American women enter the 2019 World Cup as the odds-on favorite to win a fourth time. But they'll have to outlast the most talented field in women's soccer history. https://t.co/O9qkpaSwKf https://t.co/P2Db8wkAUI,HuffPost Sports,0,0,No
824,289,1428703572972167171,"""I worried you would look around and find me wanting. As my mother had. As my classmates had. As I had."" https://t.co/sTDyOCXqDg",HuffPost Life,0,0,No
825,66,1456754414044209154,The fee could give the fossil fuel industry a new tool to slow the energy transition. https://t.co/dzLoby3w1K,HuffPost Politics,7,4,No
826,1413,1408136680427507720,"Britney Spears said many things when she addressed the court and spoke for 20 minutes about the way her years-long conservatorship has impacted her life, but it was one detail that shocked most people: being forced to have an IUD.

https://t.co/vrXl6y8mBL",USA TODAY Life,1,0,No
827,571,659227893537615872,"@WeirdBuzzFeed @BuzzFeed I thought we were talking about baseball. You know, as in rounding the bases.",BuzzFeed Sports,0,0,No
828,69,1440534915347484672,"""Well, he's dead, so, uhh, in general, you always have to be careful."" https://t.co/s0nVpVYJPP",HuffPost Politics,11,10,No
829,975,1452089154074865665,Chip Kelly’s seat is still hot: Takeaways from UCLA’s loss to Oregon https://t.co/OmHAiSXJsJ,L.A. Times Sports,4,0,No
830,582,660982963912507393,I feel bad for whoever pissed off Faried https://t.co/8ITdusWY8o,BuzzFeed Sports,0,20,Yes
831,412,1227255745478942720,Republicans Think It Was Fine For Trump To Fire Government Officials Who TestifIed Against Him https://t.co/Xq5OqYsMpV,BuzzFeed Politics,0,0,No
832,256,940284854335430657,Teen helps collapsing Dallas Marathon runner win the race https://t.co/c2RK15PoB7 https://t.co/DLh8hUj5KB,HuffPost Sports,2,3,No
833,63,1455853772496834562,"""This is pathetic and disgusting,"" one Atlanta supporter wrote after the team's victory. https://t.co/9qcN6wFcGu",HuffPost Politics,12,7,No
834,1134,1427295382447534083,"The U.S. Department of Agriculture announced Monday that it will permanently expand food stamp benefits after pandemic recovery increases.

       https://t.co/v73gubfKXE",USA TODAY Politics,2,1,No
835,1262,1458093270958022657,"Sometimes a little controversy is just the, shall we say, booster two aggrieved parties need to reconcile. @ByNateDavis writes that could be the case with Aaron Rodgers and his future with the Packers. https://t.co/wWs9Dr5W1T",USA TODAY Sports,3,1,No
836,1295,1451331213763952645,Ben Simmons is employing the playbook used by James Harden and Jimmy Butler to force the 76ers into finding a quick trade solution. https://t.co/Vf3K5B5KrQ,USA TODAY Sports,0,2,No
837,1210,1407503244226666499,"In a vote of 50-50, the voting rights bill fell short of the 60 needed to overcome a GOP filibuster.

       https://t.co/0pgl0NaMv7",USA TODAY Politics,3,2,No
838,579,1072577632649310209,This 102-year-old woman just became the oldest person ever to skydive 👵✈️ https://t.co/EbkcdFX1nd,BuzzFeed Sports,0,94,Yes
839,1048,1460261327692308489,"What's on TV Monday: 'Wakefield,' Showtime; 'Dancing With the Stars,' ABC; 'We’re Here,' HBO https://t.co/054qijGzOC",LAT Entertainment,2,2,No
840,1054,1431762775731314694,"How ""The Sopranos"" prequel reinvents some of your favorite characters and introduces new ones https://t.co/yYrVjzhwYn",LAT Entertainment,1,1,No
841,605,654281012592046080,Hey remember that time Stone Cold Steve Austin pulled the stunner on Donald Trump? http://t.co/nwcPqJ8lY2 http://t.co/DDbtX8EiVk,BuzzFeed Sports,21,29,No
842,171,1437491821857357824,The Republican governor's press conference also featured blatant misinformation about COVID-19 vaccines. https://t.co/vZ8W5SFm0i,HuffPost Politics,61,32,No
843,679,1140277643889324033,"BOX OFFICE: #MenInBlackInternational opened w/ an estimated $28.5M domestically. By comparison, when adjusting for ticket inflation, MIB 3 opened in 2012 w/ $60.6M — that HAD been the franchise's lowest ever (adj) debut.

Internat'l: $73.7M, incl. $26.3M in China
Global: $102.2M",BuzzFeed Arts & Entertainment,0,4,Yes
844,1249,1432205740526260229,"A US airstrike on Sunday targeted an ""imminent ISIS-K"" threat to the Kabul airport. Biden met the families of the 13 service members killed Thursday.
       https://t.co/m31QOYXlKs",USA TODAY Politics,3,1,No
845,372,1129441461932396544,"They Live Here Legally, But The Trump Administration Won’t Give Them Housing Loans https://t.co/FoD0g0Wnon",BuzzFeed Politics,0,0,No
846,875,1450839259259232256,"Voting rights bill set for Senate vote, showdown likely to amp up pressure to end filibuster https://t.co/fyAGQQupWu",L.A. Times Politics,1,0,No
847,785,1341549121400934400,"Trump continues to use pardons to reward allies, settle scores https://t.co/4oPa8p5SMK",L.A. Times Politics,0,0,No
848,1279,1460331772613652480,The first opportunity in a decade to buy shares in the Packers will begin Tuesday morning. https://t.co/meCLPp2kon,USA TODAY Sports,1,2,No
849,1391,1464335561116639232,"Don Johnson chats with USA TODAY's Bryan Alexander about the new ""Nash Bridges"" TV film and the dynamics within his large family. https://t.co/tKKUlexDsQ",USA TODAY Life,0,17,Yes
850,351,1404386876925095944,"While demand for COVID-19 shots in the U.S. has dropped off dramatically, the need for more vaccines around the world remains critical. https://t.co/MoFVzGf9SX",HuffPost Life,1,1,No
851,1297,1465106587606040580,"Big-play Rasul Douglas!

The Packers CB comes up clutch again with a pick-six! https://t.co/lgI8k8bAgY",USA TODAY Sports,0,3,Yes
852,1147,1420062791382278146,"Officer Daniel Hodges responds to a question from Rep. Jamie Raskin about some Republicans calling rioters ""tourists."" https://t.co/WV9kraUUst https://t.co/Eahl6kId1o",USA TODAY Politics,39,11,No
853,995,1460639014797651969,"This year's Desert Daze festival was still out there, but the trip was a gentler one https://t.co/U0CE515Q6c",LAT Entertainment,1,1,No
854,1254,1412562884580814860,"The latest batch of results in the ranked choice voting, released Tuesday, include most of the more than 125,000 Democratic mail-in votes.

       https://t.co/Ynr4MmXhLD",USA TODAY Politics,1,0,No
855,1265,1453376943655686148,".@BNightengale on Charlie Morton's performance Tuesday in Game 1 of the World Series, which will live forever in Atlanta folklore. https://t.co/ebgGZdNwUB",USA TODAY Sports,2,0,No
856,573,660287812009402369,@MC_Bousquette @rawan u know me so well &lt;3,BuzzFeed Sports,0,0,No
857,1233,1455261375119380498,"It is unclear how far along the Arizona probe is, but the interview of the Maricopa County recorder makes clear Mark Brnovich is taking up the issue.

       https://t.co/G6wniNO3Qs",USA TODAY Politics,13,7,No
858,1343,1460499123757588482,"College football Week 11 overreactions: Lane Kiffin's antics, Michigan's prospects against Ohio State and Texas in freefall. https://t.co/T2WFyabTWJ",USA TODAY Sports,0,2,No
859,220,782609085116059649,T.J. Yeldon is balling today. Glad I picked them #Jags to get in win column via London. This is the team we thought we would see in 2016.,HuffPost Sports,0,2,Yes
860,723,1357313253102260225,"COVID-19 relief is top priority for California voters, poll finds https://t.co/Hx5j7cUbao",L.A. Times Politics,1,2,No
861,902,1457846648646873100,Former Angels pitcher Andrew Heaney to join Dodgers on one-year deal https://t.co/WcR2KPIKUs,L.A. Times Sports,3,2,No
862,1092,1415842932935041032,"President Biden also renewed his concerns to German chancellor Angela Merkel about a nearly complete Russia-to-Germany gas pipeline.

       https://t.co/BSFFMDQviS",USA TODAY Politics,2,0,No
863,805,1386817459274006533,Who wants to replace Gov. Gavin Newsom in the recall election? https://t.co/JwnizVEY3h,L.A. Times Politics,0,0,No
864,893,1294215950976397312,Jerry Brown ran on returning to what worked; he says Joe Biden can do the same https://t.co/Kvg86wyrpW,L.A. Times Politics,0,0,No
865,1115,1418616154013245441,"Critics say the lethargic rollout backs up early concerns that the money wasn’t needed, carrying the risk of overheating the economy by distributing a flood of cash to states – and people – just as the economy was starting to rebound. https://t.co/vQWkteq6ZA",USA TODAY Politics,38,30,No
866,643,1067618121635295233,"A ""Candyman"" Sequel Is Coming From Oscar-Winning Writer Jordan Peele And People Are Here For It https://t.co/iBxskdBOfR via @MarcusJonesNY",BuzzFeed Arts & Entertainment,10,1,No
867,757,1430591072527323141,Essential Politics: Leaving Afghanistan was always going to be hard. Look at the 1980s https://t.co/O6w8bk4541,L.A. Times Politics,2,2,No
868,676,1186679161072607233,#CastleRock star Lizzy Caplan isn't your grandmother's Annie Wilkes https://t.co/aNi1wlnVcb,BuzzFeed Arts & Entertainment,0,3,Yes
869,834,1384839331634946052,The GOP's Anglo-Saxon problem https://t.co/4BVJQ54poS,L.A. Times Politics,0,0,No
870,853,1396420718460559362,Column: Why McCarthy and McConnell want you to forget about the Jan. 6 riot https://t.co/YobVNLhdSx,L.A. Times Politics,1,1,No
871,867,1385624521177243651,Biden focuses on clean energy job creation as climate summit comes to a close https://t.co/pa1b3ZyIGU,L.A. Times Politics,0,0,No
872,374,1305622296141365253,"Biden Called Trump ""A Climate Arsonist"" As The President Continued To Deny Climate Science https://t.co/FJXY7eL2JK",BuzzFeed Politics,4,3,No
873,985,1458820011183656960,"It took Russell Westbrook's triple-double for the Lakers to win their second straight overtime game.

It took Anthony Davis' 24 points and 13 rebounds for the Lakers to escape with a win.

And it took Malik Monk's 27 points for the Lakers to seal the win.

https://t.co/cP9EEUDCPB",L.A. Times Sports,1,0,No
874,644,1422569500663296002,"""The thing with the positivity in particular is that the show again and again shows you that’s the worst part of Ted’s character."" https://t.co/PG2hTSlAdS",BuzzFeed Arts & Entertainment,0,5,Yes
875,1286,1456968357933166594,"No. 12 Texas A&amp;M will welcome 14th-ranked Auburn in a Southeastern Conference showdown Saturday afternoon at Kyle Field in College Station, Texas. 

Here’s everything you need to know for Saturday's game: 
https://t.co/o2o5o6fUiO",USA TODAY Sports,2,1,No
876,876,1424339649984614404,"California and the West aren't alone; Canada's northern forests are on fire, too https://t.co/lLIh2yRajz",L.A. Times Politics,0,0,No
877,313,1388146405240356866,"""Tried to even out my eyeliner and just ended up drawing on a dope pair of Wayfarers."" https://t.co/eDk9mpUA5h",HuffPost Life,0,0,No
878,451,1223353644491231232,Republicans Now Say Trump Did What He Was Accused Of — They Just Don’t Care https://t.co/hvhplF1iNh,BuzzFeed Politics,7,5,No
879,1253,1442496753903620103,"Out in the expanses of one of America's most Trump-centric states, the war for the GOP rages. But will Wyoming Republicans actually unseat a Cheney? https://t.co/1opbZXpf66",USA TODAY Politics,2,1,No
880,888,1366372715976884228,Democrats' sweeping voting bill would make biggest election changes in decades https://t.co/QC7nXhfIU6,L.A. Times Politics,2,3,No
881,1028,1448983753729183745,"On 'Succession,' Gerri calls the shots. J. Smith-Cameron knows the feeling https://t.co/hxD6nBeZ8a",LAT Entertainment,148,24,No
882,1420,1457224188515790850,"#SNL had us seeing double! @dionnewarwick dropped by for a sweet duet with another Dionne Warwick (played by cast member Ego Nwodim) 🤩
https://t.co/yO5ljn3VwX",USA TODAY Life,97,14,No
883,936,1453950790746345476,Ducks' rally falls short in overtime loss to Sabres https://t.co/kKZvku1fzR,L.A. Times Sports,0,0,No
884,471,1224560602552520704,The Iowa Caucus Results Are Still Delayed And Campaigns Are Angry https://t.co/qSpCeAYAkK https://t.co/JSMIYW1Np0,BuzzFeed Politics,2,1,No
885,1399,1442310246974648327,Elvira actress Cassandra Peterson accuses Wilt Chamberlain of sexual assault in new memoir https://t.co/emgKHCB02F,USA TODAY Life,0,1,Yes
886,628,662118543668977668,Must be cold in the arena https://t.co/2DN8CVjUBz,BuzzFeed Sports,0,15,Yes
887,1184,1418548000746622985,"After the town hall,  Wonder was stepped on as the crowd departed, resulting in a trip to the veterinarian

       https://t.co/yT14gJrWDQ",USA TODAY Politics,1,1,No
888,1020,1433068882718232578,What's on TV Wednesday: 'Riverdale' on The CW; 'America's Got Talent' on NBC; 'Archer' on FXX https://t.co/UB9N2pMCqk,LAT Entertainment,1,2,No
889,1365,1450975166985641988,"Colombian reggaeton artist #JBalvín's controversial music video for his song ""Perra"" has been removed from YouTube after facing backlash over its ""racist"" and ""misogynistic"" depiction of Black women. https://t.co/ZSvsDqv49n",USA TODAY Life,34,24,No
890,410,1296264927729143809,A Mom Whose Son Was Shot In The Head Spoke At The Democratic Convention Against Gun Violence https://t.co/fa3icJ9UCm,BuzzFeed Politics,8,4,No
891,1001,1457182776625598466,ON VIDEO. Los Tigres del Norte talk about their Staples debut and their new album https://t.co/85DtsUsaM7,LAT Entertainment,1,1,No
892,201,1119586855136169984,The Italian swimmer who posted the world’s best time in the men’s 50-meter freestyle this year has been provisionally suspended after testing positive for cannabis. https://t.co/NmoTBtPkMP https://t.co/z2AXXAV8rn,HuffPost Sports,0,0,No
893,900,1458309741902548996,USC opens season with convincing win over CSUN https://t.co/QLvtxYEL60,L.A. Times Sports,1,0,No
894,1212,1447960403594694663,"In Arizona, Nevada, Georgia and Michigan, Republican secretary of state candidates have formed a coalition backed by Trump allies to win in 2022. Those four states total 49 electoral votes and would have changed the 2020 outcome had they all gone for Trump.https://t.co/bo5IWjTuj6 https://t.co/BdSchPnBrM",USA TODAY Politics,7,1,No
895,964,1464974826834055170,"Column: Viewing the horrifying Mater Dei High football hazing video makes it clear. 

The renowned powerhouse needs a sweeping culture change, starting from the top. https://t.co/umq08aetuH",L.A. Times Sports,0,65,Yes
896,294,1372892451749367810,"The shot is linked to reports of blood clots and lower efficacy against COVID-19 variants, but there's more that everyone needs to understand. https://t.co/5kGN2UVoCg",HuffPost Life,0,2,No
897,1331,1448790723147362335,"Former Oklahoma stars-turned-No. 1 overall picks Kyler Murray and Baker Mayfield meet for the second time in their NFL careers. Can Mayfield's Browns hand Murray's Cardinals their first loss of the season? @azbobbymac previews the big matchup.

Presented by @tipico: https://t.co/mkKdRpM2Bt",USA TODAY Sports,6,0,No
898,405,1073029256626659328,"A Senate Vote Signals That An End Is Coming To US Aid To Saudi Arabia's War In Yemen — If Not Now, Then Next Year https://t.co/eywapGyMYD",BuzzFeed Politics,2,1,No
899,67,1431374797741727745,"After delays from the pandemic and Holmes' pregnancy, the disgraced entrepreneur finally heads to court. https://t.co/3LD3YQGUiZ",HuffPost Politics,26,6,No
900,1273,1449902801845465092,"Cleveland Browns QB Baker Mayfield arrived to his postgame news conference with his left arm in a black sling and his non-throwing shoulder giving him trouble again. Still he “absolutely” expects to play Thursday night.
 https://t.co/2SGjhgAZiJ",USA TODAY Sports,4,3,No
901,661,1181947450782826496,"""I think the best pop works when it's sparse enough to give you space for your own experience to kind of merge with their own."" – @NPRItsBeenAMin host @samsanders on why ""Dancing on My Own"" is such an amazing breakup song 💔 https://t.co/IfKHfKmus5",BuzzFeed Arts & Entertainment,0,8,Yes
902,708,998186914061545472,Rick Hoffman Went On Instagram To Explain The Meme Of Him At The Royal Wedding https://t.co/UCRQoWEiKE https://t.co/ZzjJpNpvnc,BuzzFeed Arts & Entertainment,5,2,No
903,192,1155771445814923264,More than 30 nations were represented at the Fortnite World Cup event. https://t.co/QMKISrtcbu https://t.co/MQpQrcYBOn,HuffPost Sports,2,0,No
904,1416,1449752109881102339,There was SO MUCH to unpack in that new trailer for @TheBatman.  https://t.co/UUxuRzgsSo,USA TODAY Life,0,0,No
905,991,1452396234602336256,"Ed Sheeran has COVID, will do performances from home https://t.co/9JvOaJUeQQ",LAT Entertainment,4,2,No
906,625,656507088139501568,JJ Watt dresses up as Batman to surprise kids at Texas Children's Hospital. https://t.co/tCCGAtUsSF https://t.co/5VrMHAKfJv,BuzzFeed Sports,0,8,Yes
907,86,1422644280011657221,A hearing examiner for the National Labor Relations Board said Amazon tainted the election process enough to warrant a do-over. https://t.co/OohPeZ0Fcl,HuffPost Politics,15,9,No
908,774,1383154234225475589,Can Democrats really pack the Supreme Court? https://t.co/vxUlgKPtk1,L.A. Times Politics,0,0,No
909,855,1375069961165623301,White House earmarks $10 billion for vaccine drive in low-income and minority areas https://t.co/TRZRMgk9az,L.A. Times Politics,1,0,No
910,686,1060914601154502656,Queer Teen Movies Keep Getting Stuck In The Closet https://t.co/1nR3UoFTmp via @adambvary,BuzzFeed Arts & Entertainment,0,2,Yes
911,1312,1466145090716450828,Major League Baseball is likely headed to its first lockout since 1995 after negotiations with the union abruptly ended Wednesday. https://t.co/OCRqzLjAF4,USA TODAY Sports,3,1,No
912,999,1461161492250861570,'Tiger King 2’ is the pinnacle of reality TV cynicism https://t.co/M5fDvIA62C,LAT Entertainment,1,1,No
913,269,840038427231961088,Source: #Seahawks will likely have to cut 2-3 core players to make room for a costly TJ Lang. SEA wants him badly but has 2 weigh both sides,HuffPost Sports,0,85,Yes
914,740,1303318169495441408,"Trump reboots his campaign pitch, but struggles to stick to it https://t.co/N2FxKKaNA7",L.A. Times Politics,0,0,No
915,931,1454630400647524355,"Jaxson Dart with a very ill-advised deep ball that was very nearly intercepted on third down. USC is punting, clinging to a 10-point lead with nine minutes left.",L.A. Times Sports,0,1,Yes
916,1046,1438300856273752067,IATSE turns up heat on Hollywood producers; talks at ‘critical juncture’ https://t.co/8il9hgApSW,LAT Entertainment,1,2,No
917,978,1452149108899303425,High school football: Saturday’s results https://t.co/0GQLNDtuHD,L.A. Times Sports,0,0,No
918,234,919370925233106946,German soccer team kneels during game in solidarity with NFL players https://t.co/afie7M0w71 https://t.co/2JuojmhTTQ,HuffPost Sports,37,15,No
919,101,1438826778102013953,"Former Pence chief of staff Marc Short apparently failed to file a financial disclosure, says Citizens for Responsibility and Ethics in Washington. https://t.co/nH1maGyOSu",HuffPost Politics,24,10,No
